$GNGGA,074553.00,4003.274851,N,11617.783532,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074554.00,4003.274834,N,11617.783497,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074555.00,4003.274858,N,11617.783491,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074556.00,4003.274855,N,11617.783476,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074557.00,4003.274862,N,11617.783448,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074558.00,4003.274859,N,11617.783439,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074559.00,4003.274837,N,11617.783399,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074600.00,4003.274845,N,11617.783362,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074601.00,4003.274843,N,11617.783322,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074602.00,4003.274838,N,11617.783321,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074603.00,4003.274834,N,11617.783300,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074604.00,4003.274837,N,11617.783289,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074605.00,4003.274825,N,11617.783296,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074606.00,4003.274827,N,11617.783282,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074607.00,4003.274824,N,11617.783300,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074608.00,4003.274824,N,11617.783274,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074609.00,4003.274825,N,11617.783271,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074610.00,4003.274837,N,11617.783261,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074611.00,4003.274836,N,11617.783246,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074612.00,4003.274848,N,11617.783223,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074613.00,4003.274851,N,11617.783209,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074614.00,4003.274867,N,11617.783203,E,1,15,0.96,39.8,M,-8.7,M,,*
